7,item_knn
25,item_knn
29,hybrid_graph
34,item_knn
50,item_knn
52,item_knn
60,hybrid_graph
64,hybrid_graph
77,hybrid_graph
80,hybrid_graph
106,hybrid_graph
138,item_knn
143,hybrid_graph
149,hybrid_graph
169,item_knn
180,hybrid_graph
210,item_knn
231,hybrid_graph
241,item_knn
244,hybrid_graph
256,hybrid_graph
258,hybrid_graph
265,hybrid_graph
268,item_knn
271,hybrid_graph
272,hybrid_graph
275,item_knn
277,hybrid_graph
290,item_knn
310,item_knn
326,item_knn
365,hybrid_graph
392,item_knn
407,hybrid_graph
413,item_knn
422,hybrid_graph
432,hybrid_graph
455,hybrid_graph
470,hybrid_graph
492,hybrid_graph
495,hybrid_graph
497,hybrid_graph
505,hybrid_graph
509,hybrid_graph
514,item_knn
529,item_knn
532,item_knn
537,hybrid_graph
545,hybrid_graph
564,hybrid_graph
567,item_knn
580,hybrid_graph
582,hybrid_graph
592,hybrid_graph
611,hybrid_graph
615,item_knn
619,hybrid_graph
622,hybrid_graph
625,item_knn
631,hybrid_graph
633,hybrid_graph
636,item_knn
642,hybrid_graph
646,hybrid_graph
676,hybrid_graph
683,hybrid_graph
686,hybrid_graph
704,item_knn
709,hybrid_graph
714,item_knn
719,item_knn
721,hybrid_graph
724,item_knn
731,hybrid_graph
735,item_knn
737,item_knn
740,item_knn
744,item_knn
746,hybrid_graph
774,item_knn
788,hybrid_graph
818,item_knn
859,hybrid_graph
914,hybrid_graph
924,hybrid_graph
925,item_knn
926,item_knn
927,hybrid_graph
949,hybrid_graph
957,hybrid_graph
961,hybrid_graph
988,item_knn
994,item_knn
1016,hybrid_graph
1021,hybrid_graph
1027,item_knn
1046,hybrid_graph
1057,hybrid_graph
1065,item_knn
1066,item_knn
1087,hybrid_graph
1092,hybrid_graph
1099,item_knn
1103,item_knn
1108,item_knn
1115,hybrid_graph
1120,hybrid_graph
1126,hybrid_graph
1129,item_knn
1147,item_knn
1163,item_knn
1169,hybrid_graph
1174,hybrid_graph
1238,item_knn
1254,item_knn
1274,hybrid_graph
1285,hybrid_graph
1302,hybrid_graph
1316,item_knn
1319,hybrid_graph
1341,item_knn
1346,item_knn
1350,hybrid_graph
1353,hybrid_graph
1363,hybrid_graph
1371,hybrid_graph
1379,hybrid_graph
1383,hybrid_graph
1390,item_knn
1398,hybrid_graph
1404,hybrid_graph
1415,item_knn
1417,hybrid_graph
1454,hybrid_graph
1456,item_knn
1463,hybrid_graph
1481,item_knn
1505,hybrid_graph
1519,hybrid_graph
1524,item_knn
1534,hybrid_graph
1542,item_knn
1545,hybrid_graph
1554,hybrid_graph
1560,hybrid_graph
1588,hybrid_graph
1590,hybrid_graph
1601,item_knn
1637,hybrid_graph
1639,item_knn
1661,hybrid_graph
1673,item_knn
1679,hybrid_graph
1682,hybrid_graph
1692,hybrid_graph
1701,hybrid_graph
1703,item_knn
1712,hybrid_graph
1713,item_knn
1729,item_knn
1730,hybrid_graph
1731,hybrid_graph
1734,hybrid_graph
1740,item_knn
1742,item_knn
1747,item_knn
1755,item_knn
1766,item_knn
1807,hybrid_graph
1814,item_knn
1820,hybrid_graph
1852,hybrid_graph
1854,item_knn
1871,hybrid_graph
1880,hybrid_graph
1881,item_knn
1883,hybrid_graph
1885,hybrid_graph
1898,item_knn
1904,hybrid_graph
1907,hybrid_graph
1912,item_knn
1916,hybrid_graph
1927,item_knn
1953,hybrid_graph
1958,item_knn
1959,hybrid_graph
1963,hybrid_graph
1967,hybrid_graph
1978,hybrid_graph
1979,hybrid_graph
1986,item_knn
2005,hybrid_graph
2014,hybrid_graph
2015,hybrid_graph
2022,hybrid_graph
2042,hybrid_graph
2061,item_knn
2068,hybrid_graph
2070,hybrid_graph
2080,item_knn
2125,hybrid_graph
2134,item_knn
2142,hybrid_graph
2162,hybrid_graph
2164,hybrid_graph
2171,item_knn
2174,item_knn
2180,hybrid_graph
2185,hybrid_graph
2213,hybrid_graph
2227,item_knn
2229,item_knn
2240,hybrid_graph
2246,item_knn
2251,hybrid_graph
2261,hybrid_graph
2275,hybrid_graph
2277,hybrid_graph
2278,item_knn
2280,hybrid_graph
2292,hybrid_graph
2306,item_knn
2307,hybrid_graph
2312,item_knn
2322,item_knn
2342,hybrid_graph
2358,hybrid_graph
2363,item_knn
2364,item_knn
2371,item_knn
2374,item_knn
2375,hybrid_graph
2389,item_knn
2416,item_knn
2420,item_knn
2431,item_knn
2433,hybrid_graph
2444,item_knn
2473,hybrid_graph
2484,hybrid_graph
2515,hybrid_graph
2517,item_knn
2519,hybrid_graph
2524,hybrid_graph
2527,hybrid_graph
2545,hybrid_graph
2546,hybrid_graph
2547,hybrid_graph
2559,hybrid_graph
2561,hybrid_graph
2580,hybrid_graph
2589,item_knn
2593,hybrid_graph
2598,item_knn
2605,hybrid_graph
2622,hybrid_graph
2624,hybrid_graph
2634,item_knn
2664,item_knn
2665,hybrid_graph
2666,item_knn
2680,item_knn
2696,hybrid_graph
2697,hybrid_graph
2713,hybrid_graph
2717,hybrid_graph
2727,hybrid_graph
2730,hybrid_graph
2732,item_knn
2734,item_knn
2742,item_knn
2769,item_knn
2777,item_knn
2793,hybrid_graph
2807,item_knn
2817,hybrid_graph
2829,item_knn
2833,item_knn
2837,hybrid_graph
2856,hybrid_graph
2868,hybrid_graph
2873,hybrid_graph
2898,item_knn
2909,item_knn
2917,hybrid_graph
2922,hybrid_graph
2934,hybrid_graph
2939,hybrid_graph
2957,hybrid_graph
2965,hybrid_graph
2973,hybrid_graph
2988,hybrid_graph
3025,hybrid_graph
3043,item_knn
3045,hybrid_graph
3049,hybrid_graph
3051,hybrid_graph
3086,item_knn
3092,hybrid_graph
3103,hybrid_graph
3105,hybrid_graph
3131,item_knn
3146,hybrid_graph
3183,item_knn
3192,item_knn
3196,hybrid_graph
3200,hybrid_graph
3201,hybrid_graph
3232,item_knn
3244,hybrid_graph
3245,hybrid_graph
3246,hybrid_graph
3248,hybrid_graph
3263,item_knn
3274,item_knn
3278,item_knn
3287,item_knn
3290,hybrid_graph
3292,hybrid_graph
3320,hybrid_graph
3326,item_knn
3329,hybrid_graph
3334,item_knn
3338,hybrid_graph
3353,item_knn
3354,hybrid_graph
3357,item_knn
3386,hybrid_graph
3394,hybrid_graph
3409,hybrid_graph
3415,hybrid_graph
3477,hybrid_graph
3482,item_knn
3488,hybrid_graph
3497,hybrid_graph
3511,hybrid_graph
3523,hybrid_graph
3531,item_knn
3532,hybrid_graph
3535,hybrid_graph
3547,hybrid_graph
3561,hybrid_graph
3567,hybrid_graph
3571,hybrid_graph
3578,item_knn
3589,item_knn
3596,hybrid_graph
3634,hybrid_graph
3645,item_knn
3650,item_knn
3678,hybrid_graph
3696,item_knn
3704,hybrid_graph
3711,hybrid_graph
3712,hybrid_graph
3720,hybrid_graph
3728,item_knn
3746,hybrid_graph
3747,item_knn
3759,item_knn
3780,hybrid_graph
3784,hybrid_graph
3798,item_knn
3805,item_knn
3807,hybrid_graph
3808,hybrid_graph
3816,hybrid_graph
3822,item_knn
3827,item_knn
3851,hybrid_graph
3863,hybrid_graph
3872,item_knn
3875,item_knn
3888,hybrid_graph
3893,hybrid_graph
3898,hybrid_graph
3910,hybrid_graph
3916,hybrid_graph
3918,hybrid_graph
3933,item_knn
3940,item_knn
3944,hybrid_graph
3946,hybrid_graph
3954,hybrid_graph
3959,hybrid_graph
3968,hybrid_graph
3969,item_knn
3971,hybrid_graph
3984,hybrid_graph
4000,hybrid_graph
4008,item_knn
