7,hybrid_graph=0.4154444777012871-item_knn=0.584555522298713-
25,hybrid_graph=0.41847826086956524-item_knn=0.5815217391304348-
29,hybrid_graph=0.5586370839936607-item_knn=0.4413629160063391-
34,hybrid_graph=0.4410958904109589-item_knn=0.5589041095890411-
50,hybrid_graph=0.48407643312101917-item_knn=0.5159235668789809-
52,hybrid_graph=0.49319031825559234-item_knn=0.5068096817444075-
60,hybrid_graph=0.9015817223198594-item_knn=0.0984182776801406-
64,hybrid_graph=1-item_knn=1-
77,hybrid_graph=0.8209224659265277-item_knn=0.17907753407347235-
80,hybrid_graph=0.526267764958814-item_knn=0.47373223504118606-
106,hybrid_graph=0.6818181818181819-item_knn=0.3181818181818182-
138,hybrid_graph=0.4567350579839429-item_knn=0.5432649420160571-
143,hybrid_graph=0.5321100917431192-item_knn=0.46788990825688076-
149,hybrid_graph=0.5172970790146723-item_knn=0.48270292098532774-
169,hybrid_graph=0.46987951807228917-item_knn=0.5301204819277108-
180,hybrid_graph=0.6712328767123288-item_knn=0.3287671232876712-
210,hybrid_graph=0.4872926226614896-item_knn=0.5127073773385104-
231,hybrid_graph=1-item_knn=1-
241,hybrid_graph=0.4725192738124845-item_knn=0.5274807261875155-
244,hybrid_graph=0.5060002474328837-item_knn=0.49399975256711615-
256,hybrid_graph=1-item_knn=1-
258,hybrid_graph=0.5113867802258842-item_knn=0.48861321977411587-
265,hybrid_graph=0.5501113585746104-item_knn=0.4498886414253897-
268,hybrid_graph=0.49455984174085066-item_knn=0.5054401582591493-
271,hybrid_graph=0.5100222717149221-item_knn=0.489977728285078-
272,hybrid_graph=0.5178571428571428-item_knn=0.48214285714285715-
275,hybrid_graph=0.4578313253012048-item_knn=0.5421686746987951-
277,hybrid_graph=0.5399772641151951-item_knn=0.46002273588480497-
290,hybrid_graph=0.44366197183098594-item_knn=0.5563380281690141-
310,hybrid_graph=0.48109965635738833-item_knn=0.5189003436426116-
326,hybrid_graph=0.425531914893617-item_knn=0.574468085106383-
365,hybrid_graph=0.6189111747851003-item_knn=0.38108882521489973-
392,hybrid_graph=0.41968911917098445-item_knn=0.5803108808290155-
407,hybrid_graph=1-item_knn=1-
413,hybrid_graph=0.36619718309859156-item_knn=0.6338028169014084-
422,hybrid_graph=1-item_knn=1-
432,hybrid_graph=0.5299714557564225-item_knn=0.47002854424357754-
455,hybrid_graph=0.6907216494845361-item_knn=0.30927835051546393-
470,hybrid_graph=1-item_knn=1-
492,hybrid_graph=0.6631578947368421-item_knn=0.3368421052631579-
495,hybrid_graph=0.6585751978891821-item_knn=0.34142480211081794-
497,hybrid_graph=0.5420560747663551-item_knn=0.45794392523364486-
505,hybrid_graph=0.5051546391752577-item_knn=0.49484536082474223-
509,hybrid_graph=0.5454545454545454-item_knn=0.45454545454545453-
514,hybrid_graph=0.4095492289442467-item_knn=0.5904507710557533-
529,hybrid_graph=0.48148148148148157-item_knn=0.5185185185185186-
532,hybrid_graph=0.4954128440366973-item_knn=0.5045871559633027-
537,hybrid_graph=1-item_knn=1-
545,hybrid_graph=0.5327581788673443-item_knn=0.46724182113265567-
564,hybrid_graph=0.8333333333333334-item_knn=0.16666666666666666-
567,hybrid_graph=0.4285714285714286-item_knn=0.5714285714285715-
580,hybrid_graph=0.5670779322192722-item_knn=0.4329220677807278-
582,hybrid_graph=0.5718349928876244-item_knn=0.4281650071123755-
592,hybrid_graph=1-item_knn=1-
611,hybrid_graph=0.5340236686390533-item_knn=0.46597633136094674-
615,hybrid_graph=0.4517996476214448-item_knn=0.5482003523785552-
619,hybrid_graph=1-item_knn=1-
622,hybrid_graph=0.9175014731879788-item_knn=0.08249852681202122-
625,hybrid_graph=0.4444444444444444-item_knn=0.5555555555555555-
631,hybrid_graph=0.6825396825396824-item_knn=0.31746031746031755-
633,hybrid_graph=0.516892417873268-item_knn=0.48310758212673205-
636,hybrid_graph=0.3850563040191366-item_knn=0.6149436959808633-
642,hybrid_graph=1.0-item_knn=0.0-
646,hybrid_graph=0.5233348436792025-item_knn=0.4766651563207974-
676,hybrid_graph=0.6202039825157843-item_knn=0.37979601748421565-
683,hybrid_graph=0.6344410876132931-item_knn=0.3655589123867069-
686,hybrid_graph=0.5237159217160926-item_knn=0.47628407828390734-
704,hybrid_graph=0.4827586206896552-item_knn=0.5172413793103449-
709,hybrid_graph=0.6-item_knn=0.39999999999999997-
714,hybrid_graph=0.47144075021312865-item_knn=0.5285592497868713-
719,hybrid_graph=0.0-item_knn=1.0-
